2025-10-25 18:24:10 - CargaMySQL_20251025_182410 - INFO - Iniciando CargaMySQL
2025-10-25 18:24:10 - CargaMySQL_20251025_182410 - INFO - Clase CargaMySQL inicializada
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Iniciando operación: carga de datos transformados
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: listings - 22,109 registros, 90 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: reviews - 1,388,031 registros, 13 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: calendar - 9,636,365 registros, 12 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Operación carga de datos transformados completada
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - INICIANDO CARGA COMPLETA EN MYSQL
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 215 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 216 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 217 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 218 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 219 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 220 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 221 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 222 insertado: 1000 registros
2025-10-25 18:24:40 - CargaMySQL_20251025_182410 - INFO - Chunk 223 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 224 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 225 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 226 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 227 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 228 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 229 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 230 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 231 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 232 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 233 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 234 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 235 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 236 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 237 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 238 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 239 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 240 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 241 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 242 insertado: 1000 registros
2025-10-25 18:24:41 - CargaMySQL_20251025_182410 - INFO - Chunk 243 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 244 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 245 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 246 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 247 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 248 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 249 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 250 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 251 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 252 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 253 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 254 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 255 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 256 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 257 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 258 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 259 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 260 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 261 insertado: 1000 registros
2025-10-25 18:24:42 - CargaMySQL_20251025_182410 - INFO - Chunk 262 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 263 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 264 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 265 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 266 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 267 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 268 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 269 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 270 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 271 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 272 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 273 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 274 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 275 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 276 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 277 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 278 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 279 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 280 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 281 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 282 insertado: 1000 registros
2025-10-25 18:24:43 - CargaMySQL_20251025_182410 - INFO - Chunk 283 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 284 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 285 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 286 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 287 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 288 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 289 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 290 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 291 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 292 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 293 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 294 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 295 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 296 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 297 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 298 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 299 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 300 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 301 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 302 insertado: 1000 registros
2025-10-25 18:24:44 - CargaMySQL_20251025_182410 - INFO - Chunk 303 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 304 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 305 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 306 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 307 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 308 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 309 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 310 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 311 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 312 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 313 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 314 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 315 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 316 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 317 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 318 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 319 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 320 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 321 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 322 insertado: 1000 registros
2025-10-25 18:24:45 - CargaMySQL_20251025_182410 - INFO - Chunk 323 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 324 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 325 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 326 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 327 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 328 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 329 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 330 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 331 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 332 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 333 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 334 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 335 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 336 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 337 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 338 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 339 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 340 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 341 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 342 insertado: 1000 registros
2025-10-25 18:24:46 - CargaMySQL_20251025_182410 - INFO - Chunk 343 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 344 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 345 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 346 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 347 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 348 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 349 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 350 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 351 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 352 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 353 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 354 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 355 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 356 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 357 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 358 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 359 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 360 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 361 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 362 insertado: 1000 registros
2025-10-25 18:24:47 - CargaMySQL_20251025_182410 - INFO - Chunk 363 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 364 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 365 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 366 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 367 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 368 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 369 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 370 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 371 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 372 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 373 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 374 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 375 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 376 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 377 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 378 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 379 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 380 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 381 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 382 insertado: 1000 registros
2025-10-25 18:24:48 - CargaMySQL_20251025_182410 - INFO - Chunk 383 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 384 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 385 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 386 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 387 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 388 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 389 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 390 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 391 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 392 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 393 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 394 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 395 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 396 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 397 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 398 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 399 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 400 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 401 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 402 insertado: 1000 registros
2025-10-25 18:24:49 - CargaMySQL_20251025_182410 - INFO - Chunk 403 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 404 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 405 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 406 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 407 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 408 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 409 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 410 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 411 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 412 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 413 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 414 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 415 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 416 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 417 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 418 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 419 insertado: 1000 registros
2025-10-25 18:24:50 - CargaMySQL_20251025_182410 - INFO - Chunk 420 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 421 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 422 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 423 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 424 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 425 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 426 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 427 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 428 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 429 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 430 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 431 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 432 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 433 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 434 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 435 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 436 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 437 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 438 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 439 insertado: 1000 registros
2025-10-25 18:24:51 - CargaMySQL_20251025_182410 - INFO - Chunk 440 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 441 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 442 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 443 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 444 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 445 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 446 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 447 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 448 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 449 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 450 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 451 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 452 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 453 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 454 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 455 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 456 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 457 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 458 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 459 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 460 insertado: 1000 registros
2025-10-25 18:24:52 - CargaMySQL_20251025_182410 - INFO - Chunk 461 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 462 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 463 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 464 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 465 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 466 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 467 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 468 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 469 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 470 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 471 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 472 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 473 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 474 insertado: 1000 registros
